SampleID	ttv_ct	ttv_copy	ttv_presence	rv_ct	rv_copy	rv_presence	small_circular_virus
CORE0212.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0212.V6.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0212.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0212.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0212.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0212.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0212.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0212.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0213.V3.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0213.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0213.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0213.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0213.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0213.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0215.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0215.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0216.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0216.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0216.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V1.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0218.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0219.V2.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0219.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0219.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0219.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0219.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0219.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0219.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0220.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0220.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0221.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0221.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0222.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0222.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0222.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0222.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0222.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0222.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0222.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0223.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0224.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V4.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0225.V6.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0226.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0227.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0227.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0228.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0229.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0229.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0230.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0230.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0230.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0232.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0232.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0232.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0232.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0233.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0234.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0234.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0234.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0234.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0235.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0235.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0235.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0235.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0235.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0235.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0236.V1.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0236.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0236.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V7.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V7.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V8.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V8.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V9.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V6.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V9.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0237.V6.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0238.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0238.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0239.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0240.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0240.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0240.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V4.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V5.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V6.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V6.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0242.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0244.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0244.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0245.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0245.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0245.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0246.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0246.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0247.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0247.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V4.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V5.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V6.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V2.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V3.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V6.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V6.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0248.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0251.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0251.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0251.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0251.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0252.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0252.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0252.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0252.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0252.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0252.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0253.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0253.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0254.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0254.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0254.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0254.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V6.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V7.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0255.V7.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0256.V1.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0256.V2.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0256.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0256.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0256.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0256.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0257.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0257.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0257.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0257.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0257.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0257.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0258.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0258.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0259.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0259.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0260.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0260.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0260.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0260.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0260.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0260.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0261.V4.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0261.V3.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0262.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0262.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0263.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0263.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0264.V2.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0264.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0264.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0266.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0266.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0266.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0266.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V4.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V2.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V3.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0269.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0270.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0270.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0271.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0271.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V2.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V5.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V6.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0272.V6.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0275.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0275.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0276.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0277.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0277.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0277.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0277.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0279.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0279.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0280.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0280.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V1.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0282.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0284.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0284.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0285.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0286.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0286.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0286.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0286.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V4.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V5.COVID.ETA.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V5.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V6.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V7.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V3.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V6.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V7.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V8.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V3.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V8.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V4.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V9.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V4.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V9.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0288.V5.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0289.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0289.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0290.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0290.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0290.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0290.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0291.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0291.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0292.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0292.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0293.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0293.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0297.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0297.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0298.V1.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0298.V2.COVID.NP.PRO	50	0	Negative	50	0	Negative	0
CORE0298.V1.COVID.OP.PRO	50	0	Negative	50	0	Negative	0
CORE0298.V2.COVID.OP.PRO	50	0	Negative	50	0	Negative	0